ClassName,MethodName,ReturnType,AccessLevel,Static,Async,Parameters
"FusionBootstrapDebugGUI","Update","void","private",False,False,""
"FusionBootstrapDebugGUI","OnGUI","void","protected",False,False,""
"FusionBootstrapDebugGUI","StartHostWithClients","void","private",False,False,"FusionBootstrap nds"
"FusionBootstrapDebugGUI","StartServerWithClients","void","private",False,False,"FusionBootstrap nds"
"FusionBootstrapDebugGUI","StartMultipleClients","void","private",False,False,"FusionBootstrap nds"
"FusionBootstrapDebugGUI","StartMultipleAutoClients","void","private",False,False,"FusionBootstrap nds"
"FusionBootstrapDebugGUI","StartMultipleSharedClients","void","private",False,False,"FusionBootstrap nds"
"FusionBootstrapDebugGUI","ConvertEnumToNicifiedNameLookup","Dictionary<T, string>","public",True,False,"string prefix = null; Dictionary<T, string> nonalloc = null"
"CursorManager","Awake","void","private",False,False,""
"CursorManager","TriggerShootFeedback","void","public",False,False,""
"CursorManager","TriggerHitFeedback","void","public",False,False,""
"CursorManager","SetVisualColor","void","private",False,False,"Color c"
"CursorManager","Update","void","private",False,False,""
"CursorManager","FixedUpdate","void","private",False,False,""
"CursorManager","CambiarCursor","void","private",False,False,"Texture2D tex"
"UnitController","GetName","string","public",False,False,""
"UnitController","GetDetectableType","DetectableType","public",False,False,""
"UnitController","GetTransform","Transform","public",False,False,""
"UnitController","Awake","void","private",False,False,""
"UnitController","Start","void","private",False,False,""
"UnitController","ConfigurarEspecialidad","void","private",False,False,""
"UnitController","FollowLeader","void","public",False,False,""
"UnitController","GetEnemy","Transform","public",False,False,""
"UnitController","Attack","void","public",False,False,"Transform objetivo"
"UnitController","ReachedDestination","bool","public",False,False,""
"UnitController","ReleaseSlot","void","public",False,False,""
"UnitController","MoveToPoint","void","public",False,False,"Vector3 point"
"UnitController","GetTargetPoint","Vector3","public",False,False,""
"UnitController","ResetHelpPriority","void","public",False,False,""
"UnitController","OnEnable","void","private",False,False,""
"UnitController","OnDisable","void","private",False,False,""
"UnitController","OnHelpRequested","void","private",False,False,"UnitController victim; Transform attacker; int priority"
"UnitController","OnTargetDetected","void","private",False,False,"IDetectable entity"
"UnitController","RecibirDano","void","public",False,False,"int cantidad; GameObject atacante"
"UnitController","OnHealPickup","void","public",False,False,""
"UnitController","StopHealBlinkAfterDelay","System.Collections.IEnumerator","private",False,False,"float delay"
"UnitController","AlertFromExplosion","void","public",False,False,"Vector3 explosionPos"
"UnitController","Morir","void","private",False,False,""
"UnitController","CheckAllPlayerUnitsDown","void","private",False,False,""
"UnitController","GetCurrentState","IUnitState","public",False,False,""
"UnitController","CambiarEstado","void","public",False,False,"IUnitState nuevoEstado"
"UnitController","Update","void","private",False,False,""
"UnitController","CheckForDamagedAllies","void","private",False,False,""
"UnitController","FixedUpdate","void","private",False,False,""
"UnitController","MedicoHealingRoutine","IEnumerator","private",False,False,""
